"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(9.0.0)","SSD.NID_NGDP.A","OBS_VALUE","South Sudan, Republic of","Gross capital formation, Percent of GDP","Annual","Units","","","","","","","","","","","","5.583","10.734","12.844","19.170","12.169","22.749","21.632","13.427","19.736","35.994","61.085","46.468","26.423","14.422"
"IMF.RES:WEO(9.0.0)","SDN.NGDP_R.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Constant prices, Domestic currency","Annual","Billions","14.671","16.266","17.232","18.316","19.257","20.344","21.673","22.916","23.798","23.139","24.032","23.259","19.304","19.682","20.599","21.610","22.625","22.799","22.277","21.720","20.932","21.036","20.510","16.254","12.456"
"IMF.RES:WEO(9.0.0)","SSD.NGDP_FY.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","","","","","","","","","","","","52.095","33.237","44.093","45.319","53.441","103.772","135.225","394.017","639.088","899.752","1837.782","4034.988","6895.260","10470.189"
"IMF.RES:WEO(9.0.0)","SSD.GGXONLB_NGDP.A","OBS_VALUE","South Sudan, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","4.841","-14.036","-2.860","-8.388","-16.093","-19.485","10.350","-0.170","1.419","-4.498","-8.994","4.801","8.378","12.144"
"IMF.RES:WEO(9.0.0)","NAM.BCA_NGDPD.A","OBS_VALUE","Namibia","Current account balance (credit less debit), Percent of GDP","Annual","Units","4.859","0.295","2.528","5.342","6.688","4.498","14.043","8.566","-0.108","-3.554","-3.975","-6.903","-8.600","-8.153","-9.430","-13.620","-16.502","-4.425","-3.553","-1.765","2.987","-11.233","-12.772","-15.267","-15.370"
"IMF.RES:WEO(9.0.0)","NAM.GGR_NGDP.A","OBS_VALUE","Namibia","Revenue, General government, Percent of GDP","Annual","Units","29.334","28.712","28.462","26.616","25.721","27.389","30.785","32.087","31.874","31.557","28.488","31.385","31.940","33.618","35.348","35.372","32.459","33.099","31.236","31.923","33.407","30.579","30.227","33.862","36.339"
"IMF.RES:WEO(9.0.0)","SDN.GGR.A","OBS_VALUE","Sudan","Revenue, General government, Domestic currency","Annual","Billions","3.263","3.700","4.707","7.419","11.454","15.319","17.201","20.062","27.378","20.077","29.858","33.255","20.577","30.034","38.746","43.086","45.068","59.765","121.405","159.240","249.332","1400.476","2960.928","1180.140","1689.301"
"IMF.RES:WEO(9.0.0)","SOM.NGDP_D.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Price deflator, Index","Annual","Units","","","","","","","","","","","","65.889","67.191","72.012","76.947","78.109","85.478","87.162","82.006","87.675","89.876","95.490","100.002","103.156","109.866"
"IMF.RES:WEO(9.0.0)","NAM.GGR.A","OBS_VALUE","Namibia","Revenue, General government, Domestic currency","Annual","Billions","8.018","8.837","10.166","10.014","11.071","12.762","16.064","19.760","22.347","23.736","23.531","28.280","34.132","39.476","47.662","51.650","51.191","56.788","56.557","57.849","58.209","56.050","62.143","77.505","89.067"
"IMF.RES:WEO(9.0.0)","NAM.PPPSH.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021","Annual","Units","0.019","0.019","0.020","0.020","0.020","0.020","0.020","0.019","0.019","0.020","0.020","0.020","0.020","0.021","0.021","0.021","0.021","0.020","0.019","0.018","0.018","0.017","0.018","0.018","0.018"
"IMF.RES:WEO(9.0.0)","SSD.NGDPD.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","","","","","","","","","","17.340","11.267","14.947","15.362","14.959","2.210","1.190","2.780","4.044","5.423","5.940","7.533","7.401","4.648"
"IMF.RES:WEO(9.0.0)","SSD.GGX.A","OBS_VALUE","South Sudan, Republic of","Expenditure, General government, Domestic currency","Annual","Billions","","","","","","","","","","","","10.860","10.509","11.171","16.216","18.155","69.030","131.116","214.755","306.291","306.814","810.721","1186.283","1478.329","1895.557"
"IMF.RES:WEO(9.0.0)","SDN.GGXWDG_NGDP.A","OBS_VALUE","Sudan","Gross debt, General government, Percent of GDP","Annual","Units","143.248","125.587","121.720","117.353","97.804","75.477","63.706","53.692","55.756","70.995","74.568","78.113","117.671","105.752","84.426","93.196","109.930","149.539","209.809","216.501","278.334","189.638","186.871","259.889","261.429"
"IMF.RES:WEO(9.0.0)","SDN.NGDPPC.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, Per capita, Domestic currency","Annual","Units","1085.870","1274.563","1460.432","1658.744","1993.449","2427.964","2713.912","3224.946","3554.349","3431.121","4260.561","6401.201","6441.155","8684.814","11818.378","13174.132","18787.292","21732.925","32452.288","46611.583","115595.283","322364.443","403300.586","543957.888","1172828.575"
"IMF.RES:WEO(9.0.0)","NAM.GGXCNL.A","OBS_VALUE","Namibia","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-0.215","-0.620","-0.492","-1.683","-1.150","-0.144","1.779","3.699","2.440","-0.305","-4.114","-6.386","-3.315","-5.507","-8.688","-12.121","-14.672","-8.568","-9.224","-9.951","-14.062","-15.914","-13.014","-7.197","-8.796"
"IMF.RES:WEO(9.0.0)","SSD.NGDP_D.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Price deflator, Index","Annual","Units","","","","","","","","","","","","165.396","212.406","221.403","224.072","264.841","593.153","820.469","2443.183","3929.152","5915.888","11472.087","26565.385","44083.065","90630.204"
"IMF.RES:WEO(9.0.0)","SSD.NGDPDPC.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","","","","","1659.546","1041.463","1337.232","1332.276","1258.986","180.688","94.554","214.256","302.262","393.589","418.969","516.284","492.963","300.856"
"IMF.RES:WEO(9.0.0)","NAM.PPPGDP.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","9.513","9.959","10.790","11.386","12.467","13.459","14.421","15.352","16.062","16.209","17.397","18.660","19.970","21.450","23.153","24.364","24.604","24.788","25.396","25.470","25.525","27.288","30.807","33.366","35.463"
"IMF.RES:WEO(9.0.0)","SDN.NGDP_RPCH.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","8.385","10.867","5.941","6.289","5.136","5.648","6.531","5.735","3.847","-2.768","3.858","-3.214","-17.005","1.955","4.661","4.906","4.700","0.768","-2.290","-2.500","-3.630","0.500","-2.500","-20.755","-23.363"
"IMF.RES:WEO(9.0.0)","SOM.NGDP_FY.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","","","","","","","","","","","","5.022","5.183","5.869","6.443","6.841","7.391","8.252","7.873","8.655","8.628","9.484","10.203","10.969","12.161"
"IMF.RES:WEO(9.0.0)","SEN.GGXONLB_NGDP.A","OBS_VALUE","Senegal","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","1.843","-0.806","1.010","0.361","1.063","0.442","-2.975","-2.286","-3.017","-3.067","-3.184","-3.689","-2.991","-3.124","-2.556","-2.144","-1.609","-1.051","-1.669","-11.476","-7.393","-11.423","-13.679","-11.437","-9.282"
"IMF.RES:WEO(9.0.0)","NAM.PCPI.A","OBS_VALUE","Namibia","All Items, Consumer price index (CPI), Period average","Annual","Units","43.838","48.315","54.459","58.389","60.804","62.191","65.277","69.551","75.876","83.048","87.097","91.456","97.604","103.071","108.583","112.271","119.823","127.189","132.650","137.586","140.626","145.717","154.571","163.659","170.599"
"IMF.RES:WEO(9.0.0)","SOM.PPPEX.A","OBS_VALUE","Somalia","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021","Annual","Units","","","","","","","","","","","","0.264","0.265","0.279","0.293","0.295","0.319","0.320","0.328","0.349","0.356","0.394","0.386","0.384","0.399"
"IMF.RES:WEO(9.0.0)","NAM.PCPIEPCH.A","OBS_VALUE","Namibia","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","12.090","9.044","14.254","2.576","4.233","3.585","6.033","5.523","11.165","7.926","3.060","7.397","6.383","4.894","4.634","3.696","7.298","5.167","5.150","2.588","2.361","4.494","6.904","5.297","3.397"
"IMF.RES:WEO(9.0.0)","NAM.GGXWDN.A","OBS_VALUE","Namibia","Net debt, General government, Domestic currency","Annual","Billions","5.201","6.564","7.379","9.394","11.580","9.814","8.512","4.631","6.095","6.758","11.053","19.543","20.004","27.300","36.254","53.554","67.318","71.013","82.865","96.434","107.713","125.393","142.045","149.201","157.116"
"IMF.RES:WEO(9.0.0)","NAM.NGDP_RPCH.A","OBS_VALUE","Namibia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.497","2.393","6.680","3.477","6.632","4.670","3.948","3.646","2.650","0.296","6.039","5.091","5.062","5.615","6.093","4.264","0.034","-1.027","1.060","-0.839","-8.101","3.604","5.399","4.443","3.712"
"IMF.RES:WEO(9.0.0)","SEN.GGSB.A","OBS_VALUE","Senegal","Structural balance, General government, Domestic currency","Annual","Billions","24.290","-85.711","0.072","-51.979","-131.654","-135.908","-278.690","-197.601","-273.228","-292.040","-333.697","-454.835","-401.312","-405.100","-431.186","-429.795","-405.826","-361.856","-470.292","-1910.440","-1358.662","-2090.350","-2786.001","-2749.285","-2668.902"
"IMF.RES:WEO(9.0.0)","SOM.GGR_NGDP.A","OBS_VALUE","Somalia","Revenue, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","1.888","2.255","2.064","2.314","3.254","3.432","3.909","5.759","3.970","7.076","6.729","7.526"
"IMF.RES:WEO(9.0.0)","SYC.TX_RPCH.A","OBS_VALUE","Seychelles","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","-7.825","34.931","3.705","6.868","-14.533","-9.008","-4.032","13.116","-9.648","4.800","-21.250","3.551","24.693","-9.760","12.757","30.989","6.329","7.579","3.310","6.333","-27.859","9.072","1.198","8.014","-1.915"
"IMF.RES:WEO(9.0.0)","SSD.PCPIE.A","OBS_VALUE","South Sudan, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","","","","","","","","","","","","135.443","169.628","154.723","170.010","356.777","1790.066","4536.453","5961.274","7750.776","14548.902","14902.967","12961.137","21640.685","63949.111"
"IMF.RES:WEO(9.0.0)","SSD.PCPIEPCH.A","OBS_VALUE","South Sudan, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","","","","","","","","","","","","","25.239","-8.787","9.880","109.856","401.732","153.424","31.408","30.019","87.709","2.434","-13.030","66.966","195.504"
"IMF.RES:WEO(9.0.0)","SYC.NGDP_FY.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency","Annual","Billions","3.513","3.645","3.822","3.811","4.616","5.055","5.610","6.926","9.147","11.533","11.705","12.609","14.519","16.015","17.688","19.071","20.891","22.865","24.822","26.224","24.356","25.164","28.807","30.663","31.643"
"IMF.RES:WEO(9.0.0)","SLE.PCPIPCH.A","OBS_VALUE","Sierra Leone","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","-0.918","2.568","0.121","3.991","12.922","13.702","10.533","16.978","8.211","7.469","7.186","6.791","6.588","5.524","4.639","6.689","10.886","18.222","16.030","14.805","13.447","11.874","27.209","47.716","28.429"
"IMF.RES:WEO(9.0.0)","SEN.GGXCNL_NGDP.A","OBS_VALUE","Senegal","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.782","-1.441","0.191","-0.516","0.184","-0.263","-3.665","-2.798","-3.531","-3.663","-3.938","-4.924","-4.185","-4.335","-3.896","-3.663","-3.272","-2.968","-3.663","-13.932","-9.635","-13.673","-16.130","-14.766","-13.416"
"IMF.RES:WEO(9.0.0)","SEN.PPPEX.A","OBS_VALUE","Senegal","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021","Annual","Units","227.965","238.540","239.364","232.563","226.168","229.644","229.202","237.859","252.538","246.751","247.699","252.054","255.548","254.252","246.111","246.457","246.470","243.584","238.688","229.867","224.087","212.331","215.350","214.634","210.299"
"IMF.RES:WEO(9.0.0)","SLE.GGXWDG.A","OBS_VALUE","Sierra Leone","Gross debt, General government, Domestic currency","Annual","Billions","","3913.615","4178.952","5218.139","5932.690","6243.537","5764.276","2717.146","5379.107","3992.167","4804.663","5379.107","6006.473","6511.368","7933.464","9716.544","14753.888","18993.612","22386.055","26611.472","30484.945","35202.632","53977.457","67583.982","73479.731"
"IMF.RES:WEO(9.0.0)","SYC.GGXCNL.A","OBS_VALUE","Seychelles","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","-0.518","-0.325","-0.622","0.129","0.020","0.021","-0.142","-0.688","0.721","0.558","0.061","0.424","0.426","0.053","0.508","0.265","0.004","-0.382","-0.199","0.111","-3.835","-1.448","-0.218","-0.351","-0.219"
"IMF.RES:WEO(9.0.0)","SEN.GGXONLB.A","OBS_VALUE","Senegal","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","78.690","-38.400","49.069","18.353","56.500","25.632","-181.790","-153.101","-226.800","-232.852","-253.997","-309.694","-269.672","-291.900","-249.862","-225.274","-181.554","-128.125","-214.300","-1573.626","-1042.546","-1746.280","-2362.717","-2129.553","-1846.584"
"IMF.RES:WEO(9.0.0)","SEN.PCPI.A","OBS_VALUE","Senegal","All Items, Consumer price index (CPI), Period average","Annual","Units","78.051","80.434","82.363","82.323","82.747","84.159","85.938","90.977","96.740","94.566","95.727","98.986","100.389","101.101","100.000","100.858","102.060","103.227","103.696","104.753","107.403","109.743","120.375","127.533","128.558"
"IMF.RES:WEO(9.0.0)","SYC.LUR.A","OBS_VALUE","Seychelles","Unemployment rate","Annual","Units","3.112","4.412","4.064","3.151","3.531","3.624","2.511","1.863","1.716","5.136","4.605","4.130","3.705","3.325","2.983","2.684","2.684","3.000","3.000","3.000","3.000","3.000","3.000","3.000","3.000"
"IMF.RES:WEO(9.0.0)","SEN.PCPIE.A","OBS_VALUE","Senegal","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","78.747","81.937","83.166","81.929","83.329","84.514","87.818","93.243","98.417","93.944","97.978","100.658","101.799","101.722","100.900","101.868","104.780","103.950","105.110","105.781","108.355","112.500","126.900","127.900","128.200"
"IMF.RES:WEO(9.0.0)","SLE.TXG_RPCH.A","OBS_VALUE","Sierra Leone","Exports of goods, Volume, Free on board (FOB), Percent change","Annual","Units","20.961","13.521","76.493","9.696","-9.489","-1.263","26.506","-5.541","-15.580","24.977","34.006","-14.013","159.163","55.588","1.989","-33.891","20.322","-9.528","-10.056","16.680","-29.672","79.499","35.321","7.463","23.418"
"IMF.RES:WEO(9.0.0)","SLE.GGXONLB_NGDP.A","OBS_VALUE","Sierra Leone","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.772","-1.108","-0.526","-0.581","1.044","0.868","0.809","13.657","-1.186","-0.706","-2.131","-1.586","-2.257","-0.713","-2.017","-2.355","-4.882","-4.210","-1.785","-0.276","-1.660","-2.654","-4.099","-2.648","-1.947"
"IMF.RES:WEO(9.0.0)","SYC.GGXWDN.A","OBS_VALUE","Seychelles","Net debt, General government, Domestic currency","Annual","Billions","6.248","7.013","7.166","6.472","7.137","6.940","7.065","9.697","17.213","11.742","8.912","9.763","9.810","9.028","9.478","9.027","9.678","9.940","9.793","10.168","17.029","15.278","15.308","15.235","15.172"
"IMF.RES:WEO(9.0.0)","SYC.GGX_NGDP.A","OBS_VALUE","Seychelles","Expenditure, General government, Percent of GDP","Annual","Units","55.409","46.842","56.315","44.628","39.896","38.980","43.551","41.896","26.989","32.117","34.576","36.404","38.557","37.832","33.380","31.520","34.473","34.252","33.021","31.744","46.712","38.828","31.299","32.864","33.772"
"IMF.RES:WEO(9.0.0)","SYC.PCPIEPCH.A","OBS_VALUE","Seychelles","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","6.145","3.016","1.752","3.605","1.802","-1.555","0.214","16.748","63.252","-2.538","0.386","5.512","5.797","3.419","0.524","3.167","-0.236","3.498","3.382","1.692","3.784","7.854","2.525","-2.707","1.709"
"IMF.RES:WEO(9.0.0)","SYC.NGDPDPC.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7578.829","7663.083","8431.923","8524.935","10176.659","11093.314","12014.418","12155.702","11480.433","9707.265","10805.099","11647.017","11999.897","14762.223","15189.845","15375.608","16721.449","17738.310","18602.985","19366.719","14235.574","15195.623","20403.958","21917.602","21628.963"
"IMF.RES:WEO(9.0.0)","SYC.GGR.A","OBS_VALUE","Seychelles","Revenue, General government, Domestic currency","Annual","Billions","1.429","1.382","1.531","1.830","1.862","1.992","2.301","2.214","3.190","4.262","4.108","5.014","6.024","6.111","6.413","6.276","7.205","7.450","7.997","8.435","7.542","8.322","8.798","9.726","10.467"
"IMF.RES:WEO(9.0.0)","SOM.NGDPD.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","","","","","","","","","","5.022","5.183","5.869","6.443","6.841","7.391","8.252","7.873","8.655","8.628","9.484","10.203","10.969","12.161"
